Фамилия;Имя;Отчество;Пол;Возраст;Стаж вождения;Марка автомобиля;Тип страхования;Легкое ДТП;Крупное ДТП;Угон, ДТП без востановления авто;Выплата, руб.
Попов;Евгений;Артемович;муж;34;11;Nissan Qashqai;полное;0;0;0;0
Александрова ;Анна;Аскаровна;жен;34;13;Renault Duster;частичное;0;0;0;0
Степанов ;Дамир;Евгеньевич;муж;53;31;VW Polo;частичное;0;0;0;0
Новиков;Алексей;Даниилович;муж;38;20;Skoda Octavia A7;частичное;0;0;0;0
Поляков ;Илья;Глебович;муж;36;7;Datsun on-DO;полное;1;0;0;7201.4
Козлова;Софья;Денисовна;жен;21;0;Toyota RAV 4;частичное;1;0;0;87363.3
Федоров ;Тимур;Романович;муж;48;28;Lada Largus;полное;0;0;0;0
Петров;Андрей;Даниилович;муж;25;4;Toyota RAV 4;частичное;0;0;0;0
Королев ;Тимофей;Владимирович;муж;45;27;Skoda Octavia A7;частичное;0;0;0;0
Александров ;Никита;Тимофеевич;муж;36;15;Lada Granta;частичное;1;0;0;15683.3
Соколова;Злата;Елисеевна;жен;30;7;KIA Rio;частичное;1;0;0;25832.5
Кузнецова;Алина;Евгеньевна;жен;52;30;Hyundai Creta;частичное;0;0;0;0
Андреев ;Егор;Иванович;муж;32;11;Lada 4x4;частичное;0;0;0;0
Поляков ;Демид;Дамирович;муж;20;0;KIA Rio;частичное;0;0;0;0
Никитин ;Константин;Владиславович;муж;34;16;Lada Vesta;полное;1;0;0;46424
Кузьмина;Кристина;Марковна;жен;40;22;KIA Rio;полное;0;0;0;0
Зайцев ;Артём;Савельевич;муж;55;34;Nissan Qashqai;частичное;0;0;0;0
Новиков;Дмитрий;Константинович;муж;33;3;Toyota Camry;частичное;1;0;0;150924.8
Новикова;Анастасия;Тимофеевна;жен;59;40;Renault Sandero;частичное;0;0;0;0
Семенова ;Камила;Артемовна;жен;25;1;Lada Vesta;частичное;0;0;0;0
Кузнецов;Тимофей;Павлович;муж;73;54;Lada Vesta;частичное;0;0;0;0
Кузьмин ;Тимур;Матвеевич;муж;36;10;Lada Vesta;полное;0;0;0;0
Соловьев ;Дмитрий;Михайлович;муж;57;23;Lada 4x4;полное;0;0;0;0
Семенова ;Алина;Богдановна;жен;72;50;Lada X-Ray;частичное;0;0;0;0
Соловьева;Анна;Арсеньевна;жен;42;23;Skoda Rapid;частичное;0;0;0;0
Степанов ;Захар;Аскарович;муж;49;29;VW Tiguan;частичное;0;0;0;0
Борисов ;Иван;Матвеевич;муж;38;18;Lada Granta;частичное;0;0;0;0
Зайцев ;Глеб;Семенович;муж;39;9;Hyundai Creta;полное;0;0;0;0
Попова;Милана;Евгеньевна;жен;31;12;Nissan Qashqai;частичное;1;0;0;176772.7
Попова;Софья;Александровна;жен;26;2;Hyundai Solaris;полное;1;0;0;61727.8
Николаева ;Мария;Никитична;жен;33;9;Hyundai Solaris;частичное;0;0;0;0
Смирнова;Виктория;Аскаровна;жен;51;28;KIA Rio;частичное;1;0;0;7500
Васильев;Михаил;Алексеевич;муж;28;2;Mazda CX-5;частичное;0;0;0;0
Орлов ;Александр;Тимофеевич;муж;71;47;Hyundai Creta;частичное;0;0;0;0
Николаев ;Илья;Маркович;муж;31;9;Nissan Qashqai;частичное;0;0;0;0
Смирнов;Владимир;Елисеевич;муж;35;12;Hyundai Solaris;частичное;0;0;0;0
Федоров ;Евгений;Иванович;муж;21;0;Lada Kalina;частичное;0;0;0;0
Соколов;Марк;Ильич;муж;78;56;KIA Rio;полное;0;0;0;0
Захаров ;Сергей;Артемович;муж;57;28;Lada X-Ray;частичное;0;0;0;0
Михайлов;Никита;Ильич;муж;67;49;Renault Logan;частичное;1;0;0;3750
Павлов ;Роман;Владиславович;муж;40;16;VW Polo;частичное;0;0;0;0
Никитин ;Алан;Тимурович;муж;79;60;Chevrolet NIVA;частичное;0;0;0;0
Иванова;Камила;Артемовна;жен;70;46;Lada X-Ray;частичное;0;0;0;0
Воробьева;Анастасия;Максимовна;жен;62;31;VW Tiguan;частичное;0;0;0;0
Козлов ;Алексей;Максимович;муж;68;47;Hyundai Solaris;частичное;0;0;0;0
Козлов ;Артур;Арсеньевич;муж;68;44;Toyota RAV 4;частичное;0;0;0;0
Новикова;Стася;Данииловна;жен;48;24;Lada Granta;частичное;0;0;0;0
Семенов ;Замир;Павлович;муж;67;37;KIA Sportage;полное;0;0;0;0
Королев ;Артём;Вадимович;муж;64;35;KIA Rio;частичное;0;0;0;0
Петров;Богдан;Дмитриевич;муж;41;16;Nissan Qashqai;полное;0;0;0;0
Семенова ;Виктория;Кирилловна;жен;36;16;Lada Granta;частичное;0;0;0;0
Иванова;Милена;Александровна;жен;30;1;Lada Granta;полное;1;0;0;31188.5
Борисов ;Елисей;Тимурович;муж;19;0;Chevrolet NIVA;частичное;1;0;0;26652.7
Соколова;Алёна;Данииловна;жен;46;23;Datsun on-DO;полное;0;0;0;0
Королева;София;Егоровна;жен;19;0;Lada Vesta;полное;0;0;0;0
Никитин ;Владислав;Даниилович;муж;44;4;Lada Largus;частичное;1;0;0;75000
Степанов ;Денис;Дамирович;муж;35;8;Hyundai Solaris;полное;0;0;0;0
Орлова;Виктория;Замировна;жен;64;45;VW Tiguan;частичное;0;0;0;0
Андреев ;Владимир;Константинович;муж;61;40;Toyota RAV 4;частичное;0;0;0;0
Михайлов;Роман;Владиславович;муж;39;17;VW Tiguan;полное;0;0;0;0
Григорьев ;Савелий;Игоревич;муж;21;3;Lada Granta;частичное;0;0;0;0
Воробьев ;Замир;Маркович;муж;60;36;Hyundai Creta;частичное;0;0;0;0
Петрова;Екатерина;Замировна;жен;61;39;Lada X-Ray;полное;0;0;0;0
Захарова;Ева;Тимофеевна;жен;56;32;KIA Rio;частичное;0;0;0;0
Захарова;София;Глебовна;жен;30;10;Chevrolet NIVA;частичное;0;0;0;0
Морозова;Кира;Михайловна;жен;32;11;Lada X-Ray;частичное;0;0;0;0
Королева;Арина;Ильична;жен;78;54;KIA Rio;частичное;0;0;0;0
Романов ;Андрей;Русланович;муж;19;0;Lada Granta;полное;0;0;0;0
Лебедев ;Богдан;Никитич;муж;28;8;VW Polo;частичное;0;0;0;0
Зайцева;Софья;Никитична;жен;50;30;KIA Rio;частичное;0;0;0;0
Соколов;Дмитрий;Егорович;муж;70;46;KIA Sportage;полное;0;0;0;0
Дмитриев ;Антон;Андреевич;муж;58;27;Skoda Rapid;полное;0;0;0;0
Дмитриев ;Дмитрий;Артемович;муж;43;19;Hyundai Solaris;полное;1;0;0;22126
Соловьев ;Давид;Сергеевич;муж;30;2;Renault Duster;полное;0;0;0;0
Воробьева;Елена;Дмитриевна;жен;24;0;Datsun on-DO;частичное;0;0;0;0
Иванов;Арсений;Андреевич;муж;39;19;Lada Granta;частичное;1;0;0;6065.4
Смирнова;Ольга;Дмитриевна;жен;26;7;Renault Duster;частичное;0;0;0;0
Попова;Дарья;Кирилловна;жен;46;19;Hyundai Solaris;частичное;0;0;0;0
Степанов ;Михаил;Сергеевич;муж;21;0;Hyundai Creta;частичное;1;0;0;93530
Андреев ;Ярослав;Дмитриевич;муж;52;29;Toyota Camry;частичное;0;0;0;0
Смирнова;Валерия;Данииловна;жен;69;47;Hyundai Creta;полное;0;0;0;0
Петров;Андрей;Максимович;муж;42;20;Renault Sandero;частичное;0;0;0;0
Морозова;Анна;Сергеевна;жен;38;13;Hyundai Solaris;частичное;0;0;0;0
Кузьмин ;Арсений;Павлович;муж;42;24;Lada Granta;частичное;0;0;1;0
Смирнов;Артём;Тимофеевич;муж;26;8;Lada Vesta;частичное;0;0;0;0
Лебедева;Елена;Марковна;жен;50;28;Hyundai Creta;частичное;0;0;0;0
Попов;Давид;Маркович;муж;69;48;KIA Rio;частичное;0;0;0;0
Федоров ;Максим;Демидович;муж;23;0;Skoda Rapid;частичное;0;0;0;0
Никитина;Ксения;Тимофеевна;жен;51;27;Hyundai Solaris;частичное;0;0;0;0
Федорова;Алиса;Артемовна;жен;37;19;Toyota RAV 4;частичное;1;0;0;300000
Ильин ;Арсений;Александрович;муж;32;11;Skoda Rapid;частичное;0;0;0;0
Кузнецова;Кира;Марковна;жен;37;16;Chevrolet NIVA;частичное;0;0;0;0
Семенов ;Ярослав;Владиславович;муж;30;6;Renault Sandero;частичное;0;0;0;0
Борисова;Дарина;Руслановна;жен;46;23;Mazda CX-5;частичное;0;0;0;0
Королева;Виктория;Владимировна;жен;49;29;Renault Logan;частичное;0;0;0;0
Морозов ;Демид;Тимурович;муж;47;27;Renault Logan;частичное;0;0;0;0
Алексеев ;Вадим;Алексеевич;муж;44;22;VW Tiguan;частичное;0;0;0;0
Козлова;Дарина;Никитична;жен;58;36;KIA Rio;полное;0;0;0;0
Макаров ;Артём;Русланович;муж;47;21;Renault Kaptur;полное;0;0;0;0
Смирнова;Алёна;Александровна;жен;42;21;VW Tiguan;частичное;0;0;0;0
Соловьев ;Максим;Семенович;муж;23;0;VW Tiguan;частичное;0;0;0;0
Морозов ;Кирилл;Дмитриевич;муж;55;36;KIA Rio;частичное;0;0;0;0
Орлов ;Максим;Тимурович;муж;33;15;Hyundai Creta;полное;0;0;0;0
Волков ;Илья;Максимович;муж;20;0;VW Polo;частичное;1;0;0;17410.2
Иванов;Максим;Матвеевич;муж;34;11;Lada Granta;частичное;1;0;0;11803
Кузнецова;Мария;Владиславовна;жен;36;8;Mazda CX-5;частичное;1;0;0;101768.4
Новиков;Арсений;Русланович;муж;66;44;Skoda Rapid;полное;0;1;0;145734.1
Григорьев ;Сергей;Кириллович;муж;46;22;VW Tiguan;частичное;0;0;0;0
Дмитриев ;Константин;Иванович;муж;61;43;Lada Granta;частичное;0;0;0;0
Алексеев ;Арсений;Алексеевич;муж;41;13;KIA Sportage;частичное;0;0;0;0
Смирнов;Аскар;Матвеевич;муж;26;8;Renault Logan;полное;0;0;0;0
Степанов ;Савелий;Иванович;муж;35;12;Renault Kaptur;частичное;0;0;0;0
Воробьев ;Константин;Максимович;муж;25;0;Lada Vesta;частичное;1;0;0;124237.7
Михайлов;Андрей;Елисеевич;муж;62;39;VW Polo;частичное;0;0;0;0
Воробьев ;Богдан;Евгеньевич;муж;45;21;Renault Kaptur;частичное;0;0;0;0
Смирнов;Тимур;Матвеевич;муж;40;22;Nissan X-Trail;частичное;0;0;0;0
Сергеев ;Максим;Маркович;муж;60;40;Lada X-Ray;частичное;0;0;0;0
Кузнецов;Марк;Тимофеевич;муж;35;16;Lada Kalina;частичное;0;0;0;0
Петрова;Мария;Демидовна;жен;26;8;Toyota RAV 4;полное;0;0;0;0
Павлов ;Матвей;Арсеньевич;муж;25;0;VW Polo;частичное;0;0;0;0
Федоров ;Глеб;Арсеньевич;муж;78;52;VW Polo;полное;0;0;0;0
Николаева ;Дарина;Андреевна;жен;59;36;KIA Rio;полное;0;0;0;0
Михайлова;Кира;Максимовна;жен;48;25;Hyundai Creta;частичное;0;0;0;0
Васильев;Глеб;Иванович;муж;51;33;Toyota RAV 4;частичное;0;0;0;0
Кузнецов;Денис;Матвеевич;муж;27;5;KIA Rio;частичное;1;0;0;29402.7
Степанова ;Диана;Денисовна;жен;18;0;Skoda Rapid;частичное;0;0;0;0
Фролов ;Ярослав;Максимович;муж;21;0;Chevrolet NIVA;полное;0;0;0;0
Новикова;Вероника;Матвеевна;жен;32;10;Hyundai Solaris;частичное;0;0;0;0
Николаев ;Денис;Русланович;муж;70;50;VW Polo;полное;0;0;0;0
Захаров ;Илья;Савельевич;муж;52;24;Lada Vesta;частичное;0;0;0;0
Смирнов;Михаил;Никитич;муж;32;2;KIA Sportage;частичное;0;0;0;0
Семенова ;Анна;Максимовна;жен;66;40;Nissan Qashqai;полное;0;0;0;0
Козлов ;Елисей;Владиславович;муж;54;27;Skoda Rapid;частичное;0;0;0;0
Павлова;Елена;Кирилловна;жен;43;21;Skoda Rapid;полное;0;0;0;0
